province,num_hhmember,number_slept_under_itn,under_5,five_to_nineteen,nineteen_plus,num_under_5_slept_under_net,num_under_5,percent_slept_under_nets,percent_kids_slept_under_nets,all_slept_under_net,rural,wealth_quintile,raw_weight_hh,true_cluster,strata_id,fpc,fpc2,itns_in_hh,llins_in_hh,irs,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea,very_high_irs_in_ea,high_irs_in_ea,medium_irs_in_ea,low_irs_in_ea,very_low_irs_in_ea,people_per_net,nets_per_people,one_net_per_2_people,full_cover_or_irs_or_all_under_nets,all_kids_slept_under_net,itn_2_1_coverage_and_irs,itn_2_1_coverage_or_irs
Western,5,4,1,#NAME?,1,1,1,0.8,1,0,Rural,4,481.2757568,183,15,0.009014085,0.347222209,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,36,2,0,0,0,1,0,2.5,0.4,0,1,1,0,0
Western,4,2,1,1,1,1,1,0.5,1,0,Rural,1,373.4830017,180,15,0.009014085,0.229357794,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,36,2,0,0,0,1,0,4,0.25,0,0,1,0,0
Central,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,545.0557861,14,17,0.008504924,0.146496817,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,30.43478261,2,0,0,0,1,0,1,1,1,1,NA,1,1
Copperbelt,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,517.9124146,27,9,0.009740259,0.322580636,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Eastern,6,0,1,1,1,0,3,0,0,0,Rural,3,785.3162842,47,20,0.010673986,0.145299152,1,0,1,3,1,1,0,0,0,1,0.333333333,0,1,0,1,1,1,75,4,0,1,0,0,0,6,0.166666667,0,1,0,0,1
Lusaka,11,3,1,#NAME?,1,2,3,0.272727273,0.666666667,0,Rural,5,484.2188721,98,10,0.010804322,0.234693885,2,2,0,4,1,2,1,1,1,2,0.5,0,1,1,1,0,1,0,1,0,0,0,0,1,5.5,0.181818182,0,0,0,0,0
Southern,3,3,1,1,1,1,1,1,1,1,Rural,3,866.6915894,176,19,0.008669267,0.107476637,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,43.47826087,3,0,0,1,0,0,1.5,0.666666667,1,1,1,1,1
Eastern,3,0,1,#NAME?,1,0,1,0,0,0,Rural,2,556.348999,49,20,0.010673986,0.139240503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,1,0,0,NA,0,0,0,0,0,0
Eastern,6,0,1,1,1,0,1,0,0,0,Rural,1,461.8257446,53,20,0.010673986,0.186567158,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,3,0,0,1,0,0,NA,0,0,1,0,0,1
Central,7,7,1,1,1,2,2,1,1,1,Rural,4,574.0814209,11,17,0.008504924,0.298701286,4,4,1,2,1,4,1,1,1,4,2,1,1,1,1,1,1,30.43478261,2,0,0,0,1,0,1.75,0.571428571,1,1,1,1,1
Northern,3,1,1,#NAME?,1,0,1,0.333333333,0,0,Rural,1,651.9214478,131,16,0.008608972,0.233009711,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,12.5,1,0,0,0,0,1,3,0.333333333,0,1,0,0,0
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,606.6642456,67,20,0.010673986,0.098712444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82608696,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Central,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,425.211792,17,17,0.008504924,0.300000012,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Southern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,3,863.7886963,170,19,0.008669267,0.209999993,1,1,0,4,1,1,0,0,0,1,0.25,0,1,1,1,0,1,0,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Lusaka,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,320.7049866,97,10,0.010804322,0.540540516,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4,0,1,0,0,0,NA,0,0,1,NA,0,1
North-Western,7,6,1,1,1,2,2,0.857142857,1,0,Rural,2,418.4242249,149,12,0.011178861,0.192000002,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,54.16666667,3,0,0,1,0,0,3.5,0.285714286,0,1,1,0,0
Muchinga,9,9,#NAME?,1,1,0,0,1,NA,1,Rural,2,355.3428955,124,14,0.008843537,0.290909082,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,25,2,0,0,0,1,0,2.25,0.444444444,0,1,NA,0,0
Copperbelt,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Urban,5,316.8677979,40,11,0.004253509,0.694444418,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,8,1,0,0,0,0,1,1,1,1,1,NA,0,1
Eastern,6,3,1,1,1,1,1,0.5,1,0,Rural,4,481.271698,58,20,0.010673986,0.165517241,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,72,4,0,1,0,0,0,6,0.166666667,0,1,1,0,1
Lusaka,4,0,1,#NAME?,1,0,2,0,0,0,Urban,5,1884.916626,108,13,0.004336827,0.117346942,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1,0,0,0,0,1,NA,0,0,0,0,0,0
Central,11,0,1,1,1,0,2,0,0,0,Rural,4,527.8833008,16,17,0.008504924,0.117948718,2,0,0,6,1,2,1,1,0,2,0.333333333,0,1,0,1,0,1,45.83333333,3,0,0,1,0,0,5.5,0.181818182,0,0,0,0,0
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,294.5521545,46,20,0.010673986,0.333333343,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Luapula,7,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,729.2487183,84,18,0.01005291,0.138554215,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Southern,2,0,1,#NAME?,1,0,1,0,0,0,Rural,2,616.5323486,174,19,0.008669267,0.090163931,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,34.28571429,2,0,0,0,1,0,NA,0,0,1,0,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,441.381958,57,20,0.010673986,0.217391297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5,1,0,0,0,0,NA,0,0,0,NA,0,0
Muchinga,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,227.0856781,122,14,0.008843537,0.226415098,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Muchinga,7,6,1,1,1,0,1,0.857142857,0,0,Rural,4,375.7364807,123,14,0.008843537,0.284090906,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2.333333333,0.428571429,0,1,0,0,0
Lusaka,3,3,1,#NAME?,1,1,1,1,1,1,Urban,3,1193.286987,102,13,0.004336827,0.149606302,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,3,0.333333333,0,1,1,0,0
Southern,10,0,1,1,1,0,2,0,0,0,Rural,2,906.1154785,158,19,0.008669267,0.089147285,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08695652,2,0,0,0,1,0,NA,0,0,0,0,0,0
Lusaka,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,1,1519.062622,109,13,0.004336827,0.115183249,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Western,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,2,434.698822,187,15,0.009014085,0.349999994,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,NA,0,1
Luapula,3,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1629.50769,90,4,0.002994012,0.157894731,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,87.5,5,1,0,0,0,0,3,0.333333333,0,1,NA,0,1
North-Western,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,783.1801147,156,12,0.011178861,0.119834714,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,12,1,0,0,0,0,1,1,1,1,1,NA,0,1
Western,2,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,454.232605,185,15,0.009014085,0.155844152,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,44,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Muchinga,6,0,1,1,1,0,2,0,0,0,Rural,2,227.7526245,117,14,0.008843537,0.406779647,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,41.66666667,3,0,0,1,0,0,NA,0,0,1,0,0,1
North-Western,3,2,#NAME?,#NAME?,1,0,0,0.666666667,NA,0,Rural,3,441.6700439,150,12,0.011178861,0.210526317,1,0,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,4.166666667,1,0,0,0,0,1,3,0.333333333,0,0,NA,0,0
Lusaka,5,2,1,1,1,0,1,0.4,0,0,Urban,5,1356.745117,106,13,0.004336827,0.115207374,1,1,0,5,1,1,0,0,0,1,0.2,0,1,1,1,0,1,4,1,0,0,0,0,1,5,0.2,0,0,0,0,0
Lusaka,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,617.5328979,99,10,0.010804322,0.15625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Eastern,4,0,1,#NAME?,1,0,2,0,0,0,Rural,3,346.9143982,62,20,0.010673986,0.223300964,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,52.17391304,3,0,0,1,0,0,NA,0,0,0,0,0,0
Luapula,7,0,1,1,1,0,2,0,0,0,Rural,1,537.7335815,89,18,0.01005291,0.291666657,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5,1,0,0,0,0,NA,0,0,1,0,0,1
North-Western,6,4,1,1,1,0,1,0.666666667,0,0,Rural,5,418.4242249,149,12,0.011178861,0.192000002,3,3,0,4,1,3,1,1,1,3,0.75,0,1,1,1,0,1,54.16666667,3,0,0,1,0,0,2,0.5,1,0,0,0,1
Luapula,5,5,1,1,1,1,1,1,1,1,Rural,1,376.8461914,79,18,0.01005291,0.240384609,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,56,3,0,0,1,0,0,1.666666667,0.6,1,1,1,0,1
Lusaka,8,3,1,1,1,1,1,0.375,1,0,Rural,3,320.7049866,97,10,0.010804322,0.540540516,1,0,1,3,1,1,1,0,0,2,0.333333333,0,1,0,1,1,1,75,4,0,1,0,0,0,8,0.125,0,1,1,0,1
Copperbelt,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1019.115234,32,11,0.004253509,0.446428567,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,1,0,NA,0,0,1,NA,0,1
Western,7,7,1,1,1,1,1,1,1,1,Rural,1,487.8677063,182,15,0.009014085,0.161971837,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,26.08695652,2,0,0,0,1,0,1.75,0.571428571,1,1,1,0,1
Lusaka,3,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,5,785.8235474,94,10,0.010804322,0.178294569,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Western,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,455.3486633,191,15,0.009014085,0.201680675,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Eastern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,3,1266.574219,61,20,0.010673986,0.116959065,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,25,2,0,0,0,1,0,1,1,1,1,NA,0,1
Luapula,7,0,1,1,1,0,1,0,0,0,Rural,4,593.0375977,74,18,0.01005291,0.175438598,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,80.95238095,5,1,0,0,0,0,NA,0,0,1,0,0,1
Muchinga,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,227.7526245,117,14,0.008843537,0.406779647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Southern,3,0,1,1,1,0,1,0,0,0,Rural,4,590.8314209,169,19,0.008669267,0.233333334,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0
North-Western,5,0,1,1,1,0,1,0,0,0,Rural,3,556.4611206,155,12,0.011178861,0.186046511,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4,0,1,0,0,0,NA,0,0,1,0,0,1
Luapula,8,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,654.0604248,78,18,0.01005291,0.198347107,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33333333,2,0,0,0,1,0,NA,0,0,1,NA,0,1
Copperbelt,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,4,1019.115234,32,11,0.004253509,0.446428567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Luapula,5,0,1,1,1,0,1,0,0,0,Rural,2,840.6568604,85,18,0.01005291,0.25,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,77.27272727,4,0,1,0,0,0,NA,0,0,1,0,0,1
Central,7,0,1,1,1,0,3,0,0,0,Urban,5,2280.060059,20,7,0.003372681,0.185185179,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,28,2,0,0,0,1,0,2.333333333,0.428571429,0,1,0,0,0
Eastern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,485.0439758,56,20,0.010673986,0.130890056,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,56,3,0,0,1,0,0,1,1,1,1,NA,1,1
North-Western,9,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,355.4137878,152,12,0.011178861,0.215686277,1,0,0,4,1,1,0,0,0,1,0.25,0,1,0,1,0,1,8.333333333,1,0,0,0,0,1,9,0.111111111,0,0,NA,0,0
Muchinga,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,398.4147644,115,14,0.008843537,0.162162155,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,16.66666667,1,0,0,0,0,1,2,0.5,1,0,NA,0,1
Copperbelt,4,4,1,1,1,2,2,1,1,1,Rural,4,472.447876,29,9,0.009740259,0.173913047,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,64,4,0,1,0,0,0,2,0.5,1,1,1,0,1
Northern,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,771.267334,129,16,0.008608972,0.178571433,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,1,0,NA,0,0,0,NA,0,0
North-Western,5,5,1,1,1,1,1,1,1,1,Rural,2,533.244873,154,12,0.011178861,0.15436241,4,4,0,2,1,4,1,1,1,4,2,1,1,1,1,0,1,47.82608696,3,0,0,1,0,0,1.25,0.8,1,1,1,0,1
Luapula,6,0,1,1,1,0,1,0,0,0,Rural,1,289.2167969,88,18,0.01005291,0.202380955,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18181818,4,0,1,0,0,0,NA,0,0,0,0,0,0
Muchinga,5,3,1,1,1,1,1,0.6,1,0,Rural,1,227.0856781,122,14,0.008843537,0.226415098,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,45.83333333,3,0,0,1,0,0,5,0.2,0,1,1,0,1
Eastern,2,0,1,#NAME?,1,0,1,0,0,0,Rural,2,346.9143982,62,20,0.010673986,0.223300964,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,52.17391304,3,0,0,1,0,0,NA,0,0,1,0,0,1
Luapula,6,0,1,1,1,0,1,0,0,0,Rural,2,537.7335815,89,18,0.01005291,0.291666657,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5,1,0,0,0,0,NA,0,0,1,0,0,1
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,4,273.2630615,51,20,0.010673986,0.300000012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,58.33333333,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Central,7,0,1,1,1,0,2,0,0,0,Rural,4,479.9390564,4,17,0.008504924,0.160256416,6,6,0,6,1,6,1,1,1,6,1,1,1,1,1,0,1,12,1,0,0,0,0,1,1.166666667,0.857142857,1,1,0,0,1
Northern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,910.2848511,134,16,0.008608972,0.141843975,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,66.66666667,4,0,1,0,0,0,0.5,2,1,1,NA,1,1
Southern,6,6,1,1,1,1,1,1,1,1,Rural,5,548.4053345,167,19,0.008669267,0.146153852,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,47.61904762,3,0,0,1,0,0,2,0.5,1,1,1,1,1
Northern,2,0,1,#NAME?,1,0,1,0,0,0,Rural,1,511.7737122,126,16,0.008608972,0.46938777,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5,1,0,0,0,0,NA,0,0,1,0,0,1
Eastern,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,294.5521545,46,20,0.010673986,0.333333343,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Copperbelt,5,5,1,1,1,2,2,1,1,1,Rural,3,476.67099,22,9,0.009740259,0.191176474,3,3,0,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,15.38461538,1,0,0,0,0,1,1.666666667,0.6,1,1,1,0,1
Southern,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,1,565.1546021,174,19,0.008669267,0.090163931,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,34.28571429,2,0,0,0,1,0,2,0.5,1,1,NA,0,1
Luapula,13,0,1,1,1,0,3,0,0,0,Rural,4,729.2487183,84,18,0.01005291,0.138554215,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4,0,1,0,0,0,NA,0,0,1,0,0,1
Copperbelt,7,7,1,1,1,3,3,1,1,1,Urban,5,411.1327209,38,11,0.004253509,0.25555557,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,41.66666667,3,0,0,1,0,0,2.333333333,0.428571429,0,1,1,0,1
Eastern,3,0,1,1,1,0,1,0,0,0,Rural,3,416.0484619,64,20,0.010673986,0.161073819,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,4,0,1,0,0,0,NA,0,0,0,0,0,0
Southern,7,0,1,1,1,0,1,0,0,0,Rural,5,849.9223022,163,19,0.008669267,0.132231399,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52.94117647,3,0,0,1,0,0,NA,0,0,0,0,0,0
Luapula,6,0,1,1,1,0,1,0,0,0,Rural,2,642.6174927,76,18,0.01005291,0.157232702,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,80.55555556,5,1,0,0,0,0,NA,0,0,1,0,0,1
Eastern,4,0,1,#NAME?,1,0,2,0,0,0,Rural,4,291.3121033,43,20,0.010673986,0.289855063,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,1,0,NA,0,0,0,0,0,0
Western,5,5,1,1,1,1,1,1,1,1,Rural,5,434.698822,187,15,0.009014085,0.349999994,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,0,1,0,0,0,0,1,2.5,0.4,0,1,1,0,0
Luapula,8,0,1,1,1,0,2,0,0,0,Rural,4,538.1774902,81,18,0.01005291,0.182481751,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,NA,0,0,0,0,0,0
Eastern,4,0,1,1,1,0,1,0,0,0,Rural,1,570.9179077,199,20,0.010673986,0.168067232,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,1,0,0,0,NA,0,0,0,0,0,0
Copperbelt,5,3,#NAME?,1,1,0,0,0.6,NA,0,Urban,5,859.3067627,35,11,0.004253509,0.205128208,4,4,1,3,1,4,1,1,1,4,1.333333333,1,1,1,1,1,1,54.16666667,3,0,0,1,0,0,1.25,0.8,1,1,NA,1,1
Muchinga,6,5,1,1,1,1,2,0.833333333,0.5,0,Rural,1,376.7821045,114,14,0.008843537,0.177304968,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,92,5,1,0,0,0,0,3,0.333333333,0,1,0,0,1
Western,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,454.232605,185,15,0.009014085,0.155844152,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,44,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Muchinga,5,0,1,1,1,0,2,0,0,0,Rural,3,454.8388367,113,14,0.008843537,0.568181813,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,5,1,0,0,0,0,NA,0,0,1,0,0,1
Northern,6,0,1,1,1,0,1,0,0,0,Rural,5,511.7737122,126,16,0.008608972,0.46938777,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5,1,0,0,0,0,NA,0,0,1,0,0,1
Muchinga,7,7,1,1,1,1,1,1,1,1,Rural,4,340.9855652,119,14,0.008843537,0.282352954,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,37.5,2,0,0,0,1,0,1.75,0.571428571,1,1,1,0,1
Southern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,5,548.4053345,167,19,0.008669267,0.146153852,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,47.61904762,3,0,0,1,0,0,2,0.5,1,1,NA,0,1
Lusaka,4,0,1,1,1,0,1,0,0,0,Urban,5,1624.172241,110,13,0.004336827,0.196850389,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,0,NA,0,0,0,0,0,0
Lusaka,5,0,1,1,1,0,1,0,0,0,Urban,5,1624.172241,110,13,0.004336827,0.196850389,1,0,0,5,1,1,0,0,0,1,0.2,0,1,0,1,0,1,20,2,0,0,0,1,0,5,0.2,0,0,0,0,0
Western,3,3,1,1,1,1,1,1,1,1,Rural,4,402.0045471,188,15,0.009014085,0.357142866,2,2,0,1,1,2,1,1,1,2,2,1,1,1,1,0,1,20,2,0,0,0,1,0,1.5,0.666666667,1,1,1,0,1
Lusaka,7,0,1,1,1,0,1,0,0,0,Urban,5,1884.916626,108,13,0.004336827,0.117346942,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1,0,0,0,0,1,NA,0,0,0,0,0,0
Northern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,238.0585327,130,16,0.008608972,0.219047621,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,16.66666667,1,0,0,0,0,1,NA,0,0,0,NA,0,0
North-Western,7,0,1,1,1,0,1,0,0,0,Rural,2,556.4611206,155,12,0.011178861,0.186046511,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4,0,1,0,0,0,NA,0,0,1,0,0,1
Eastern,2,0,1,#NAME?,1,0,1,0,0,0,Rural,3,395.324707,68,20,0.010673986,0.242718443,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4,0,1,0,0,0,NA,0,0,1,0,0,1
Northern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,444.9024048,144,16,0.008608972,0.260869563,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,95.83333333,5,1,0,0,0,0,1,1,1,1,NA,1,1
Eastern,7,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,785.3162842,47,20,0.010673986,0.145299152,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Central,8,6,1,1,1,1,2,0.75,0.5,0,Rural,4,425.211792,17,17,0.008504924,0.300000012,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2.666666667,0.375,0,1,0,0,0
Luapula,7,0,1,1,1,0,1,0,0,0,Rural,3,840.6568604,85,18,0.01005291,0.25,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,77.27272727,4,0,1,0,0,0,NA,0,0,1,0,0,1
Central,6,0,1,1,1,0,1,0,0,0,Rural,4,641.1096802,18,17,0.008504924,0.263157904,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,0,NA,0,0,0,0,0,0
Central,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,508.188385,9,17,0.008504924,0.316666663,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,36.84210526,2,0,0,0,1,0,1.5,0.666666667,1,1,NA,1,1
Muchinga,7,5,#NAME?,1,1,0,0,0.714285714,NA,0,Rural,4,340.9855652,119,14,0.008843537,0.282352954,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,37.5,2,0,0,0,1,0,2.333333333,0.428571429,0,1,NA,0,1
Luapula,8,2,#NAME?,1,1,0,0,0.25,NA,0,Rural,3,698.4972534,76,18,0.01005291,0.157232702,1,0,1,3,1,1,0,0,0,1,0.333333333,0,1,0,1,1,1,80.55555556,5,1,0,0,0,0,8,0.125,0,1,NA,0,1
Western,3,3,1,#NAME?,1,1,1,1,1,1,Rural,4,402.0045471,188,15,0.009014085,0.357142866,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,20,2,0,0,0,1,0,1.5,0.666666667,1,1,1,0,1
Lusaka,4,4,1,1,1,2,2,1,1,1,Rural,2,676.0807495,95,10,0.010804322,0.128205135,2,0,0,1,1,2,1,1,0,2,2,1,1,0,1,0,1,66.66666667,4,0,1,0,0,0,2,0.5,1,1,1,0,1
Southern,2,1,#NAME?,#NAME?,1,0,0,0.5,NA,0,Rural,3,540.2883301,164,19,0.008669267,0.169354841,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,19.04761905,1,0,0,0,0,1,1,1,1,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,416.0484619,64,20,0.010673986,0.161073819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,4,0,1,0,0,0,NA,0,0,0,NA,0,0
